listing_id,city,state,locality,area_sqft,bhk,bathrooms,floor,total_floors,property_age_years,age_band,furnishing_status,property_type,price,price_per_sqft,parking,lift,security,power_backup,gym,pool,clubhouse,garden
L111735,lucknow,Uttar Pradesh,Raebareli Road,2094.2,5,4.0,6,6.0,5.0,5-10,unfurnished,independent,7638800.0,3647.6,1,1,1,0,0,1,1,0
L111736,pune,Maharashtra,Wakad,1113.9,2,2.0,11,13.0,8.0,5-10,unfurnished,apartment,11600600.0,10414.6,1,0,0,1,0,1,0,0
L111737,delhi,Delhi,South Delhi,1485.3,4,3.0,0,,5.0,5-10,semi,plot,35221100.0,23713.3,0,1,1,0,1,1,0,0
L111738,chandigarh,Chandigarh,Zirakpur,1522.6,4,4.0,19,23.0,4.0,1-5,unfurnished,villa,3966400.0,2605.0,1,1,1,0,1,1,0,0
L111739,kolkata,West Bengal,Salt Lake,1077.1,3,2.0,8,21.0,0.0,new,full,apartment,12586300.0,11685.6,0,1,1,1,1,1,0,1
L111740,bengaluru,Karnataka,Electronic City,1105.5,3,3.0,0,0.0,6.0,5-10,semi,plot,7925200.0,7168.7,0,0,1,0,1,1,1,0
L111741,kolkata,West Bengal,Ballygunge,1331.8,3,2.0,4,18.0,0.0,new,unfurnished,villa,22351900.0,16783.8,0,0,0,0,1,1,0,0
L111742,hyderabad,Telangana,Miyapur,1022.4,3,3.0,4,14.0,20.0,20+,unfurnished,independent,6326300.0,6187.6,0,1,0,1,0,1,0,0
L111743,kochi,Kerala,Fort Kochi,1663.5,4,3.0,0,0.0,9.0,5-10,semi,plot,8316500.0,4999.3,0,1,0,1,1,1,0,1
L111744,mumbai,Maharashtra,Bandra,1180.5,2,,11,14.0,17.0,10-20,unfurnished,apartment,53156000.0,45030.1,1,0,0,1,0,1,1,0
L111745,lucknow,Uttar Pradesh,Aliganj,2423.4,5,5.0,1,4.0,0.0,new,unfurnished,independent,11445100.0,4722.7,0,1,1,1,0,1,1,0
L111746,kochi,Kerala,Edappally,754.3,2,2.0,1,1.0,2.0,1-5,semi,apartment,5590500.0,7411.4,1,1,0,1,1,1,1,0
L111747,chennai,Tamil Nadu,Anna Nagar,1175.5,2,2.0,0,7.0,2.0,1-5,full,apartment,13939300.0,11857.8,0,1,0,1,0,0,1,0
L111748,mumbai,Maharashtra,Thane,809.4,2,1.0,10,16.0,35.0,20+,full,apartment,13269200.0,16394.7,1,1,1,1,0,0,0,0
L111749,jaipur,Rajasthan,Malviya Nagar,1240.6,2,1.0,16,21.0,8.0,5-10,semi,independent,9556000.0,7702.9,1,1,1,1,0,0,0,1
L111750,chennai,Tamil Nadu,Anna Nagar,1288.4,3,2.0,9,21.0,1.0,1-5,full,apartment,16174500.0,12553.6,0,0,1,1,0,1,1,1
L111751,ahmedabad,Gujarat,Vastrapur,1415.7,3,2.0,1,1.0,25.0,20+,full,apartment,9565300.0,6756.3,1,0,1,1,0,1,0,1
L111752,kolkata,West Bengal,Howrah,946.9,3,2.0,3,8.0,4.0,1-5,full,apartment,5020200.0,5301.5,1,1,0,0,0,1,0,1
L111753,jaipur,Rajasthan,Jagatpura,1748.1,3,2.0,5,6.0,4.0,1-5,semi,apartment,7515100.0,4299.0,0,0,0,1,0,1,1,1
L111754,chandigarh,Chandigarh,Zirakpur,2143.5,5,,0,1.0,38.0,20+,semi,apartment,10680300.0,4982.6,0,1,1,1,1,0,1,0
L111755,chennai,Tamil Nadu,Porur,1172.1,2,2.0,14,19.0,1.0,1-5,unfurnished,independent,12874500.0,10984.0,1,0,0,1,1,1,1,1
L111756,delhi,Delhi,Rohini,1087.4,2,2.0,16,20.0,9.0,5-10,full,apartment,17304600.0,15913.5,0,0,1,1,0,0,0,1
L111757,ahmedabad,Gujarat,Bopal,1245.0,3,,11,12.0,0.0,new,full,apartment,8981500.0,7214.2,0,1,0,0,0,0,1,0
L111758,hyderabad,Telangana,Banjara Hills,678.5,1,1.0,0,12.0,4.0,1-5,unfurnished,independent,12177900.0,17947.1,1,1,1,0,0,1,0,0
L111759,ahmedabad,Gujarat,Satellite,1179.4,3,3.0,0,0.0,13.0,10-20,unfurnished,plot,5773400.0,4895.1,0,0,0,1,0,1,0,0
L111760,bengaluru,Karnataka,Whitefield,1592.3,4,4.0,21,21.0,0.0,new,semi,apartment,22566000.0,14172.1,1,0,0,1,1,0,0,1
L111761,chandigarh,Chandigarh,Sector 22,1699.7,4,4.0,1,1.0,3.0,1-5,unfurnished,apartment,21088200.0,12406.7,0,0,0,1,0,0,1,0
L111762,mumbai,Maharashtra,Bandra,1753.9,4,3.0,2,16.0,9.0,5-10,unfurnished,apartment,88578800.0,50503.4,1,1,1,1,1,0,1,1
L111763,delhi,Delhi,South Delhi,1070.6,2,1.0,19,19.0,16.0,10-20,unfurnished,apartment,30085300.0,28100.8,1,0,0,0,0,0,0,1
L111764,delhi,Delhi,Gurugram,1082.7,2,2.0,6,6.0,11.0,10-20,semi,apartment,22329300.0,20624.1,1,1,1,0,1,0,0,0
L111765,chennai,Tamil Nadu,Anna Nagar,1008.7,2,1.0,7,15.0,13.0,10-20,unfurnished,independent,14200400.0,14078.4,1,1,1,0,0,1,0,1
L111766,lucknow,Uttar Pradesh,Hazratganj,1670.9,3,2.0,9,11.0,4.0,1-5,unfurnished,independent,11245700.0,6730.5,0,0,0,1,1,1,0,0
L111767,mumbai,Maharashtra,Navi Mumbai,1367.7,3,3.0,15,19.0,9.0,5-10,unfurnished,apartment,23710500.0,17336.1,0,0,1,1,1,1,1,0
L111768,pune,Maharashtra,Hadapsar,1663.8,3,2.0,3,11.0,30.0,20+,full,apartment,13155600.0,7906.9,1,0,0,1,1,0,1,0
L111769,lucknow,Uttar Pradesh,Jankipuram,1828.6,3,2.0,3,7.0,1.0,1-5,semi,independent,9639500.0,5271.5,1,1,0,1,0,0,1,1
L111770,mumbai,Maharashtra,Andheri West,1069.4,2,1.0,0,11.0,9.0,5-10,semi,apartment,32975700.0,30834.4,1,0,0,0,0,0,0,1
L111771,ahmedabad,Gujarat,Vastrapur,780.0,2,2.0,0,0.0,1.0,1-5,semi,plot,4784600.0,6133.9,1,0,1,0,1,1,1,0
L111772,jaipur,Rajasthan,Ajmer Road,1142.8,2,2.0,5,8.0,7.0,5-10,unfurnished,independent,4514400.0,3950.3,0,0,0,1,0,1,1,0
L111773,mumbai,Maharashtra,Thane,1285.0,3,3.0,0,21.0,13.0,10-20,semi,apartment,21689400.0,16878.9,1,0,1,0,0,1,1,0
L111774,ahmedabad,Gujarat,Bopal,2347.0,5,4.0,3,10.0,7.0,5-10,unfurnished,apartment,12866000.0,5481.8,1,1,0,1,0,0,1,1
L111775,hyderabad,Telangana,Gachibowli,1330.3,3,2.0,3,11.0,3.0,1-5,unfurnished,apartment,13506300.0,10152.5,1,0,0,0,1,0,0,1
L111776,chennai,Tamil Nadu,Adyar,911.8,3,2.0,2,17.0,2.0,1-5,semi,apartment,12722100.0,13953.0,1,1,0,1,0,0,1,0
L111777,bengaluru,Karnataka,Whitefield,1147.2,3,3.0,0,22.0,12.0,10-20,full,villa,16918300.0,14746.9,1,0,0,1,0,0,0,1
L111778,ahmedabad,Gujarat,Bopal,2218.1,5,4.0,15,19.0,5.0,5-10,unfurnished,apartment,11527200.0,5196.8,0,0,0,1,0,0,0,0
L111779,delhi,Delhi,Noida,1582.8,3,2.0,10,16.0,19.0,10-20,semi,villa,25051600.0,15827.1,1,0,0,1,0,0,0,0
L111780,lucknow,Uttar Pradesh,Aliganj,1103.8,3,3.0,8,10.0,31.0,20+,semi,apartment,4361900.0,3951.7,1,0,1,1,1,0,0,0
L111781,ahmedabad,Gujarat,Bopal,1208.6,2,2.0,2,7.0,12.0,10-20,unfurnished,independent,6988300.0,5782.1,0,1,0,1,0,1,0,1
L111782,mumbai,Maharashtra,Bandra,1031.2,2,2.0,0,0.0,26.0,20+,semi,plot,30955900.0,30019.1,0,1,0,0,1,1,0,1
L111783,jaipur,Rajasthan,C-Scheme,1282.2,3,2.0,12,19.0,2.0,1-5,unfurnished,apartment,12483300.0,9735.7,1,0,1,1,1,1,0,1
L111784,chennai,Tamil Nadu,Adyar,575.4,2,1.0,4,6.0,23.0,20+,unfurnished,apartment,7000800.0,12166.9,1,1,0,0,0,1,0,1
L111785,chennai,Tamil Nadu,Velachery,688.8,2,2.0,0,0.0,36.0,20+,unfurnished,plot,3561900.0,5171.2,1,1,0,1,0,1,1,1
L111786,ahmedabad,Gujarat,Satellite,866.3,2,2.0,11,12.0,2.0,1-5,semi,apartment,7364200.0,8501.3,0,1,1,0,0,0,1,0
L111787,chandigarh,Chandigarh,Zirakpur,943.4,2,1.0,15,20.0,4.0,1-5,full,apartment,8035500.0,8517.5,1,1,1,1,0,1,0,1
L111788,bengaluru,Karnataka,Koramangala,1280.9,3,2.0,12,29.0,35.0,20+,unfurnished,apartment,15241400.0,11899.0,0,0,0,1,1,0,0,0
L111789,jaipur,Rajasthan,Mansarovar,1188.7,3,2.0,0,0.0,4.0,1-5,unfurnished,plot,4039800.0,3398.6,0,1,1,0,0,0,0,1
L111790,hyderabad,Telangana,Hitec City,1338.7,3,3.0,5,10.0,4.0,1-5,semi,apartment,16087800.0,12017.4,0,1,1,0,0,1,1,0
L111791,kolkata,West Bengal,Ballygunge,1567.8,3,3.0,2,16.0,7.0,5-10,semi,apartment,21534300.0,13735.6,0,0,1,0,0,0,1,0
L111792,kolkata,West Bengal,Behala,1728.9,3,3.0,0,5.0,20.0,20+,unfurnished,independent,8269800.0,4783.4,1,1,1,1,1,0,0,1
L111793,kolkata,West Bengal,Howrah,640.6,1,1.0,1,14.0,27.0,20+,unfurnished,apartment,2553300.0,3986.1,1,1,0,1,0,1,0,0
L111794,kolkata,West Bengal,Salt Lake,1310.8,3,2.0,0,0.0,4.0,1-5,unfurnished,plot,8289100.0,6323.5,0,1,0,1,1,1,1,1
L111795,jaipur,Rajasthan,Malviya Nagar,1575.5,3,2.0,7,12.0,7.0,5-10,semi,apartment,9884000.0,6273.5,1,0,0,1,0,1,1,1
L111796,kochi,Kerala,Kakkanad,1685.2,3,3.0,6,12.0,38.0,20+,semi,apartment,7454100.0,4423.1,1,1,0,0,0,0,1,0
L111797,mumbai,Maharashtra,Andheri West,1208.5,3,2.0,3,18.0,7.0,5-10,unfurnished,apartment,35734300.0,29569.4,1,0,0,1,0,1,1,0
L111798,kolkata,West Bengal,Ballygunge,1480.2,3,2.0,10,23.0,19.0,10-20,full,independent,19098900.0,12903.2,1,1,0,1,0,0,1,1
L111799,kolkata,West Bengal,Ballygunge,1039.9,3,3.0,3,9.0,2.0,1-5,semi,independent,17800500.0,17117.5,0,1,1,1,1,1,1,0
L111800,kochi,Kerala,Panampilly Nagar,1213.0,2,2.0,1,10.0,18.0,10-20,unfurnished,apartment,10013900.0,8255.7,1,0,1,1,1,1,0,1
L111801,chennai,Tamil Nadu,Anna Nagar,631.3,1,1.0,13,27.0,0.0,new,semi,apartment,8593800.0,13612.4,1,0,0,0,0,0,0,1
L111802,pune,Maharashtra,Hadapsar,735.5,1,1.0,9,16.0,19.0,10-20,semi,apartment,6109600.0,8306.7,1,0,1,1,1,1,1,1
L111803,lucknow,Uttar Pradesh,Hazratganj,1085.9,2,2.0,12,14.0,4.0,1-5,semi,apartment,8279400.0,7624.5,1,0,0,0,0,0,0,0
L111804,jaipur,Rajasthan,Jagatpura,545.0,1,1.0,6,15.0,6.0,5-10,semi,apartment,2114800.0,3880.0,0,1,0,0,0,1,0,1
L111805,kolkata,West Bengal,Salt Lake,1624.2,4,3.0,6,8.0,13.0,10-20,unfurnished,apartment,14263000.0,8781.5,1,0,0,1,1,0,0,0
L111806,kochi,Kerala,Fort Kochi,1602.2,4,4.0,11,21.0,35.0,20+,semi,apartment,10116300.0,6314.2,0,0,1,1,0,1,0,0
L111807,pune,Maharashtra,Kharadi,1580.0,3,2.0,5,6.0,1.0,1-5,full,independent,21038900.0,13315.6,0,0,0,0,1,1,1,0
L111808,hyderabad,Telangana,Hitec City,1850.2,5,4.0,7,15.0,7.0,5-10,unfurnished,apartment,20450500.0,11053.4,1,1,1,1,1,1,0,0
L111809,jaipur,Rajasthan,C-Scheme,956.9,2,2.0,11,11.0,7.0,5-10,unfurnished,independent,9029800.0,9437.0,0,0,0,1,0,1,0,0
L111810,kolkata,West Bengal,Salt Lake,1251.8,2,2.0,6,17.0,10.0,10-20,semi,apartment,10028800.0,8011.3,1,0,1,0,0,0,1,0
L111811,hyderabad,Telangana,Hitec City,1077.4,2,1.0,0,0.0,17.0,10-20,semi,plot,8053600.0,7475.3,0,1,1,1,0,0,0,1
L111812,chandigarh,Chandigarh,Panchkula,996.7,2,2.0,8,,7.0,5-10,unfurnished,villa,10941300.0,10977.0,1,0,0,1,0,1,1,1
L111813,mumbai,Maharashtra,Andheri West,1239.7,3,2.0,3,8.0,3.0,1-5,semi,villa,66453700.0,53606.4,1,0,1,1,0,1,0,0
L111814,lucknow,Uttar Pradesh,Indira Nagar,1292.3,3,2.0,13,13.0,0.0,new,semi,apartment,6829400.0,5284.6,1,0,1,0,1,1,1,0
L111815,hyderabad,Telangana,Uppal,1007.2,3,2.0,8,13.0,0.0,new,unfurnished,independent,8362500.0,8303.0,1,0,1,1,0,0,0,0
L111816,mumbai,Maharashtra,Powai,1134.0,2,2.0,10,13.0,16.0,10-20,semi,independent,40788200.0,35968.2,1,1,0,0,1,1,1,1
L111817,delhi,Delhi,Noida,1023.4,2,1.0,0,,1.0,1-5,semi,plot,12876300.0,12581.4,0,1,0,1,0,1,1,1
L111818,delhi,Delhi,Noida,1322.5,3,3.0,1,4.0,0.0,new,unfurnished,apartment,23159600.0,17512.6,1,0,1,0,1,1,0,0
L111819,kolkata,West Bengal,Garia,1457.0,3,2.0,12,,3.0,1-5,semi,independent,12115500.0,8315.5,1,1,1,0,1,1,0,0
L111820,bengaluru,Karnataka,Whitefield,700.5,2,1.0,9,19.0,8.0,5-10,semi,apartment,8211200.0,11722.5,1,0,1,0,0,1,0,0
L111821,ahmedabad,Gujarat,Bopal,1574.2,4,3.0,0,0.0,2.0,1-5,unfurnished,plot,7233400.0,4595.0,1,0,0,0,1,1,1,1
L111822,chandigarh,Chandigarh,Sector 22,1520.5,3,3.0,3,14.0,0.0,new,unfurnished,apartment,21548200.0,14171.4,1,0,1,1,1,1,1,1
L111823,bengaluru,Karnataka,Sarjapur Road,1088.4,2,1.0,14,20.0,7.0,5-10,unfurnished,independent,14590200.0,13405.3,0,1,1,1,0,1,1,0
L111824,chandigarh,Chandigarh,Mohali,689.0,1,1.0,0,0.0,4.0,1-5,unfurnished,plot,3762700.0,5461.4,1,0,0,0,1,1,0,1
L111825,pune,Maharashtra,Koregaon Park,1216.5,3,3.0,5,5.0,17.0,10-20,semi,independent,20189800.0,16596.1,0,0,0,0,0,0,0,1
L111826,lucknow,Uttar Pradesh,Gomti Nagar,1321.8,2,2.0,9,11.0,6.0,5-10,unfurnished,independent,9350600.0,7074.4,1,1,0,0,1,0,0,1
L111827,chandigarh,Chandigarh,Mohali,1262.6,2,2.0,2,13.0,1.0,1-5,semi,independent,13669000.0,10826.0,1,1,1,1,1,0,0,1
L111828,delhi,Delhi,Gurugram,1108.1,2,2.0,9,10.0,0.0,new,unfurnished,apartment,28036800.0,25302.7,1,1,1,0,0,0,1,1
L111829,delhi,Delhi,Noida,901.9,2,2.0,12,14.0,4.0,1-5,unfurnished,apartment,14433200.0,16002.9,0,0,1,0,0,1,0,0
L111830,jaipur,Rajasthan,Ajmer Road,1108.3,3,3.0,1,5.0,2.0,1-5,unfurnished,apartment,3490400.0,3149.3,1,0,0,0,0,1,0,0
L111831,bengaluru,Karnataka,Whitefield,1663.4,3,3.0,0,4.0,10.0,10-20,unfurnished,independent,18138500.0,10904.3,1,0,0,0,1,1,1,0
L111832,mumbai,Maharashtra,Andheri West,1510.2,3,2.0,1,24.0,7.0,5-10,unfurnished,apartment,48062600.0,31825.0,1,1,1,1,0,0,1,1
L111833,chennai,Tamil Nadu,Velachery,1150.8,2,2.0,2,28.0,18.0,10-20,full,apartment,9928400.0,8627.5,1,1,0,0,0,1,1,0
L111834,ahmedabad,Gujarat,Satellite,977.5,2,2.0,10,20.0,,1-5,unfurnished,apartment,8533800.0,8729.9,1,0,1,0,1,0,1,0
L111835,kolkata,West Bengal,Ballygunge,2253.5,4,3.0,10,11.0,14.0,10-20,semi,apartment,25253300.0,11206.4,0,1,0,1,1,1,0,0
L111836,mumbai,Maharashtra,Navi Mumbai,759.9,1,1.0,0,0.0,14.0,10-20,semi,plot,9404800.0,12376.4,1,0,1,0,1,0,0,0
L111837,hyderabad,Telangana,Hitec City,644.7,1,1.0,3,13.0,5.0,5-10,unfurnished,apartment,6371300.0,9883.2,0,0,1,0,0,1,1,1
L111838,kochi,Kerala,Marine Drive,1083.2,2,1.0,13,15.0,4.0,1-5,unfurnished,apartment,11202100.0,10341.3,0,0,1,1,0,1,1,1
L111839,kochi,Kerala,Edappally,2162.3,5,5.0,7,9.0,9.0,5-10,semi,apartment,15578800.0,7204.7,1,0,0,1,1,0,0,1
L111840,mumbai,Maharashtra,Bandra,1391.6,4,3.0,6,11.0,2.0,1-5,full,apartment,91234200.0,65558.3,1,0,1,0,0,0,0,0
L111841,chandigarh,Chandigarh,Zirakpur,1185.7,3,2.0,0,0.0,8.0,5-10,semi,plot,5845900.0,4930.4,1,0,0,1,1,1,0,0
L111842,chennai,Tamil Nadu,Anna Nagar,1342.2,2,1.0,7,10.0,14.0,10-20,unfurnished,independent,16964500.0,12639.2,1,1,0,0,0,1,1,1
L111843,bengaluru,Karnataka,Koramangala,847.2,2,2.0,20,20.0,11.0,10-20,full,independent,19420400.0,22922.6,0,1,1,1,1,1,1,1
L111844,pune,Maharashtra,Hinjewadi,1379.9,2,1.0,1,3.0,4.0,1-5,unfurnished,apartment,13255500.0,9606.2,1,1,1,0,1,1,0,0
L111845,jaipur,Rajasthan,Ajmer Road,1764.8,4,4.0,2,6.0,8.0,5-10,unfurnished,apartment,5762500.0,3265.2,1,1,0,0,0,0,0,0
L111846,lucknow,Uttar Pradesh,Indira Nagar,886.7,1,1.0,3,15.0,8.0,5-10,unfurnished,apartment,4336000.0,4890.1,1,0,1,1,0,1,0,0
L111847,delhi,Delhi,Rohini,916.6,2,2.0,2,5.0,4.0,1-5,full,apartment,17315000.0,18891.3,1,1,0,1,0,1,1,0
L111848,kochi,Kerala,Edappally,1329.9,4,3.0,0,0.0,2.0,1-5,unfurnished,plot,6045500.0,4545.7,1,1,1,0,0,0,1,0
L111849,mumbai,Maharashtra,Navi Mumbai,1098.2,3,3.0,0,0.0,9.0,5-10,full,plot,15790800.0,14378.8,0,1,1,0,1,0,0,0
L111850,delhi,Delhi,South Delhi,1180.2,2,1.0,6,13.0,0.0,new,unfurnished,apartment,38231800.0,32394.4,0,1,1,1,0,1,0,1
L111851,pune,Maharashtra,Hinjewadi,648.8,1,1.0,3,,14.0,10-20,semi,apartment,6720600.0,10359.3,1,0,1,1,1,1,1,1
L111852,lucknow,Uttar Pradesh,Indira Nagar,1244.7,2,1.0,3,6.0,5.0,5-10,full,apartment,5752000.0,4621.0,1,0,1,0,0,0,0,1
L111853,delhi,Delhi,Noida,1067.8,2,1.0,0,20.0,11.0,10-20,semi,independent,17218700.0,16126.1,0,0,1,0,0,1,1,0
L111854,delhi,Delhi,Gurugram,1594.0,3,3.0,2,3.0,36.0,20+,full,apartment,32942400.0,20666.0,0,1,0,0,0,1,1,0
L111855,pune,Maharashtra,Koregaon Park,888.0,2,1.0,9,10.0,11.0,10-20,unfurnished,villa,16314400.0,18371.3,1,1,0,1,0,1,0,1
L111856,ahmedabad,Gujarat,Chandkheda,2176.5,4,4.0,2,14.0,0.0,new,semi,apartment,10003900.0,4596.4,0,0,1,1,0,1,0,0
L111857,pune,Maharashtra,Koregaon Park,2301.3,5,4.0,2,12.0,6.0,5-10,unfurnished,independent,43584500.0,18939.0,1,1,0,0,1,0,0,1
L111858,mumbai,Maharashtra,Borivali,1158.0,2,2.0,2,6.0,34.0,20+,unfurnished,apartment,22095300.0,19081.1,1,0,1,0,0,1,0,0
L111859,lucknow,Uttar Pradesh,Indira Nagar,513.3,1,1.0,7,8.0,12.0,10-20,semi,apartment,2043300.0,3980.9,1,1,0,1,0,0,0,1
L111860,jaipur,Rajasthan,Jagatpura,1546.2,3,2.0,2,4.0,3.0,1-5,semi,apartment,6706500.0,4337.4,1,1,0,1,1,0,0,1
L111861,chennai,Tamil Nadu,Porur,741.1,1,1.0,10,10.0,32.0,20+,semi,villa,5421500.0,7315.5,0,0,1,1,1,0,0,1
L111862,delhi,Delhi,Greater Noida,1232.5,3,3.0,1,17.0,22.0,20+,full,apartment,11669200.0,9468.3,1,1,0,1,0,0,1,0
L111863,kolkata,West Bengal,Salt Lake,1333.3,3,2.0,8,23.0,5.0,5-10,full,apartment,13261700.0,9946.7,0,1,0,1,1,1,0,1
L111864,jaipur,Rajasthan,Mansarovar,1947.1,4,4.0,16,16.0,18.0,10-20,full,apartment,9227500.0,4739.2,0,1,1,0,0,1,0,0
L111865,pune,Maharashtra,Wakad,1645.9,4,,7,12.0,1.0,1-5,unfurnished,apartment,17624900.0,10708.4,0,0,1,1,1,0,0,1
L111866,chandigarh,Chandigarh,Sector 22,993.5,2,1.0,3,24.0,27.0,20+,semi,apartment,10620200.0,10690.0,1,1,1,0,0,0,0,1
L111867,mumbai,Maharashtra,Borivali,457.7,1,1.0,0,0.0,0.0,new,full,plot,10460600.0,22857.0,1,1,0,0,0,1,1,0
L111868,chandigarh,Chandigarh,Zirakpur,638.5,1,1.0,12,14.0,14.0,10-20,semi,apartment,4328100.0,6778.3,0,1,1,1,1,1,1,0
L111869,mumbai,Maharashtra,Powai,801.0,1,1.0,2,6.0,12.0,10-20,full,apartment,28214900.0,35222.4,1,1,1,0,1,0,0,1
L111870,mumbai,Maharashtra,Bandra,1845.7,3,3.0,0,0.0,32.0,20+,full,plot,55101500.0,29854.1,1,0,1,0,0,0,0,0
L111871,pune,Maharashtra,Hadapsar,1481.6,3,3.0,5,9.0,0.0,new,unfurnished,apartment,14446100.0,9750.6,1,0,1,1,1,0,0,0
L111872,bengaluru,Karnataka,Hebbal,981.3,3,2.0,7,8.0,38.0,20+,semi,apartment,10644200.0,10846.8,0,0,0,0,1,1,0,0
L111873,ahmedabad,Gujarat,Bopal,883.4,2,1.0,0,0.0,1.0,1-5,semi,plot,3935100.0,4454.6,1,1,1,0,0,0,1,0
L111874,bengaluru,Karnataka,Sarjapur Road,1572.1,3,3.0,0,0.0,12.0,10-20,semi,plot,12615200.0,8024.6,1,1,1,1,1,1,0,1
L111875,chennai,Tamil Nadu,Anna Nagar,1170.9,2,2.0,9,12.0,6.0,5-10,semi,apartment,13036700.0,11134.1,0,1,0,0,0,0,0,1
L111876,lucknow,Uttar Pradesh,Aliganj,1233.9,3,,1,1.0,4.0,1-5,semi,villa,7606400.0,6164.6,0,0,1,1,0,0,1,1
L111877,chennai,Tamil Nadu,Porur,982.5,2,2.0,1,2.0,13.0,10-20,semi,independent,8049600.0,8193.3,0,1,1,1,0,0,1,1
L111878,kolkata,West Bengal,New Town,1171.4,2,1.0,3,24.0,17.0,10-20,semi,apartment,8334300.0,7114.6,0,1,1,1,0,0,1,0
L111879,kolkata,West Bengal,Behala,1458.4,3,2.0,10,14.0,4.0,1-5,unfurnished,apartment,9198900.0,6307.3,1,0,1,1,0,1,0,0
L111880,jaipur,Rajasthan,Jagatpura,1017.5,2,1.0,0,0.0,14.0,10-20,full,plot,3293900.0,3237.1,0,1,1,0,1,0,0,0
L111881,jaipur,Rajasthan,Jagatpura,828.2,2,2.0,4,13.0,8.0,5-10,unfurnished,apartment,3102700.0,3746.1,1,0,0,1,0,1,0,0
L111882,kochi,Kerala,Aluva,1182.8,3,2.0,15,22.0,24.0,20+,unfurnished,apartment,4238100.0,3583.0,0,0,0,1,1,1,1,1
L111883,hyderabad,Telangana,Hitec City,995.9,2,2.0,0,1.0,,5-10,full,villa,15900300.0,15965.4,1,1,1,0,0,1,0,0
L111884,mumbai,Maharashtra,Borivali,1075.9,3,2.0,6,11.0,9.0,5-10,unfurnished,independent,30519700.0,28366.1,1,1,0,1,0,1,0,0
L111885,kochi,Kerala,Edappally,1164.3,3,2.0,4,4.0,38.0,20+,unfurnished,villa,8987700.0,7719.7,1,1,1,1,0,1,0,0
L111886,kochi,Kerala,Kakkanad,724.6,2,,3,13.0,25.0,20+,semi,apartment,3883600.0,5359.6,1,1,0,1,0,1,1,0
L111887,bengaluru,Karnataka,Indiranagar,1781.3,3,2.0,0,0.0,0.0,new,unfurnished,plot,25103400.0,14093.1,1,1,0,0,0,1,1,0
L111888,mumbai,Maharashtra,Powai,2064.0,4,3.0,0,1.0,2.0,1-5,full,apartment,69817300.0,33825.9,1,0,0,0,0,0,1,0
L111889,ahmedabad,Gujarat,SG Highway,1260.5,3,3.0,0,0.0,3.0,1-5,full,plot,8094500.0,6421.7,1,1,0,0,1,1,0,1
L111890,pune,Maharashtra,Wakad,909.5,2,1.0,8,11.0,0.0,new,semi,villa,14804400.0,16277.8,1,1,1,0,1,0,1,0
L111891,kochi,Kerala,Fort Kochi,1316.1,3,2.0,4,12.0,19.0,10-20,unfurnished,apartment,8176700.0,6212.6,1,0,0,1,1,1,0,0
L111892,pune,Maharashtra,Wakad,1851.2,4,4.0,4,12.0,0.0,new,unfurnished,apartment,19792800.0,10691.9,0,1,1,0,0,0,1,1
L111893,hyderabad,Telangana,Uppal,870.6,4,4.0,0,0.0,3.0,1-5,unfurnished,plot,4407600.0,5063.0,1,0,0,0,1,0,1,1
L111894,kochi,Kerala,Kakkanad,1162.0,2,2.0,18,23.0,39.0,20+,full,apartment,7038600.0,6057.1,0,1,0,1,1,1,0,0
L111895,kolkata,West Bengal,New Town,1042.4,3,2.0,4,13.0,4.0,1-5,full,independent,9571200.0,9181.7,1,1,0,1,1,0,0,1
L111896,delhi,Delhi,Gurugram,886.5,2,,0,0.0,25.0,20+,semi,plot,11941300.0,13470.3,0,0,1,1,1,0,1,0
L111897,kolkata,West Bengal,Salt Lake,1168.1,3,3.0,1,1.0,8.0,5-10,full,apartment,10263100.0,8786.4,0,1,1,0,0,0,0,0
L111898,chennai,Tamil Nadu,OMR,902.6,2,1.0,6,6.0,19.0,10-20,unfurnished,villa,10106200.0,11196.4,1,0,0,1,1,1,0,1
L111899,jaipur,Rajasthan,Vaishali Nagar,1749.0,3,3.0,0,19.0,14.0,10-20,semi,apartment,7594800.0,4342.3,1,0,1,0,0,0,0,1
L111900,pune,Maharashtra,Hinjewadi,1579.1,4,3.0,13,15.0,7.0,5-10,semi,apartment,15346800.0,9718.6,1,0,0,1,0,1,0,1
L111901,ahmedabad,Gujarat,Chandkheda,1795.5,3,2.0,0,1.0,1.0,1-5,unfurnished,apartment,7120000.0,3965.6,1,0,0,1,0,1,1,0
L111902,ahmedabad,Gujarat,Vastrapur,1662.4,4,4.0,7,14.0,2.0,1-5,full,apartment,13505100.0,8123.9,0,1,1,0,0,1,1,1
L111903,ahmedabad,Gujarat,Vastrapur,1211.5,2,2.0,0,0.0,5.0,5-10,full,plot,6745100.0,5567.4,0,0,0,0,1,1,0,0
L111904,pune,Maharashtra,Hinjewadi,1319.1,3,2.0,11,15.0,6.0,5-10,semi,independent,12944700.0,9813.0,0,0,1,1,0,0,0,0
L111905,ahmedabad,Gujarat,Bopal,1015.1,2,2.0,0,2.0,31.0,20+,semi,apartment,3909400.0,3851.3,0,0,0,0,1,0,1,0
L111906,jaipur,Rajasthan,Vaishali Nagar,1632.6,3,2.0,1,1.0,16.0,10-20,semi,apartment,7206800.0,4414.2,0,1,1,1,1,0,0,1
